,before,special_price,after,name,capcity_GB,RAM,processer,Colour,model,meta_keyword
180,875,799.0,694.7826,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎ ابيض‎,,‎جالكسي ايه23‎,"سامسونج,سامسونج) جالكسي ايه),SMA235FZWVMEA,سعة 128 جيجابايت, ابيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
181,875,799.0,694.7826,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎برتقالي‎,,‎جالكسي ايه23‎,"سامسونج,سامسونج) جالكسي ايه),SMA235FZOVMEA,سعة 128 جيجابايت,برتقالي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
182,775,699.0,607.8261,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎ ابيض‎,‎جالكسي ايه22 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA226BZWUMEA,64 GB, ابيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
183,849,779.0,677.3913,(WIKO) T,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك هيليو G85‎‎,‎أسود منتصف الليل‎,T50,"WIKO,,F16CEA1132000,سعة 128 جيجابايت,أسود منتصف الليل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
184,849,779.0,677.3913,(WIKO) T,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك هيليو G85‎‎,‎اخضر مائي‎,T50,"WIKO,,F16CEA1032000,سعة 128 جيجابايت,اخضر مائي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
185,849,779.0,677.3913,(WIKO) T,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك هيليو G85‎‎,‎وردي حيوي‎,T50,"WIKO,,F16CEA1822000,سعة 128 جيجابايت,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
186,259,199.0,173.0435,تي س اي 20,‎32‎ GB‎,‎1 جيجابايت رام‎,‎أسود بركاني‎,,201,"تي سي ال,تي س اي 20,5033TP2ALCAV1,32 GB,أسود بركاني,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
187,259,199.0,173.0435,تي س اي 20,‎32‎ GB‎,‎1 جيجابايت رام‎,‎أكوا أزرق‎,,201,"تي سي ال,تي س اي 20,5033TP2BLCAV1,32 GB,أكوا أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
188,949,899.0,781.7391,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎أسود‎,,‎جالكسي ايه32 4 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA325FZKHMEA,سعة 128 جيجابايت,أسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
189,949,899.0,781.7391,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎أزرق‎,,‎جالكسي ايه32 4 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA325FZBHMEA,سعة 128 جيجابايت,أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
190,949,899.0,781.7391,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎أبيض‎,,‎جالكسي ايه32 4 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA325FZWHMEA,سعة 128 جيجابايت,أبيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
191,949,899.0,781.7391, هونر اكس,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 680 6 nm‎,‎فضي‎,X8,"هونر, هونر اكس,5109ADAS,سعة 128 جيجابايت,فضي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
192,949,899.0,781.7391,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎بنفسجي‎,,‎جالكسي ايه32 4 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA325FLVHMEA,سعة 128 جيجابايت,بنفسجي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
193,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎أزرق فاتح‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA137FLBGMEA,64 GB,ازرق فاتح,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
194,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎اسود‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA137FZKGMEA,64 GB,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
195,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ميدياتك هيليو G80‎‎,‎ ابيض‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA137FZWGMEA,64 GB, ابيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
196,949,899.0,781.7391, هونر اكس,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 680 6 nm‎,‎محيطي أزرق‎,X8,"هونر, هونر اكس,5109ADAU,سعة 128 جيجابايت,محيطي أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
197,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ اكسينوس‎,‎ازرق‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA135FLBGMEA,64 GB,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
198,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ اكسينوس‎,‎اسود‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA135FZKGMEA,64 GB,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
199,1199,1149.0,999.1304,فيفو واي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎Cosmic Aurora‎,Y76,"vivo,فيفو واي,5659830,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
200,1199,1149.0,999.1304,فيفو واي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎لون سماء الليل الفضاء‎,Y76,"vivo,فيفو واي,5659831,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
201,549,499.0,433.913,لينوفو سلسلة كي,‎64‎ GB‎,‎4 جيجابايت رام‎,‎Unisoc T700‎‎,‎أرز داكن‎,‎K14‎ بلاس‎,"لينوفو,لينوفو سلسلة كي,PARM0001SA,64 GB,أرز داكن,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
202,949,899.0,781.7391, هونر اكس,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 680 6 nm‎,‎أسود منتصف الليل‎,X8,"هونر, هونر اكس,5109ADAQ,سعة 128 جيجابايت,أسود منتصف الليل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
203,549,499.0,433.913,لينوفو سلسلة كي,‎64‎ GB‎,‎4 جيجابايت رام‎,‎Unisoc T700‎‎,‎Pink Clay‎,‎K14‎ بلاس‎,"لينوفو,لينوفو سلسلة كي,PARM0007SA,64 GB,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
204,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ اكسينوس‎,‎ ابيض‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA135FZWGMEA,64 GB, ابيض,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
205,649,599.0,520.8696,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎ازرق‎,,A16k,"أوبو,أوبو ايه,CPH2349BLUE,64 GB,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
206,649,599.0,520.8696,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎ازرق فاخر‎,,A16k,"أوبو,أوبو ايه,CPH2349BLK,64 GB,ازرق فاخر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
207,699,649.0,564.3478,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎Crystal Black‎,,A16,"أوبو,أوبو ايه,CPH2269BLK,64 GB,لون الكريستال الاسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
208,699,649.0,564.3478,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎أزرق لؤلؤي‎,,A16,"أوبو,أوبو ايه,CPH2269BLU,64 GB,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
209,649,609.0,529.5652,(Huawei) nova,‎64‎ GB‎,‎4 جيجابايت رام‎,‎HiSilicon Kirin ‎710‎A (14‎ nm)‎,‎أخضر زمردي‎,‎نوفا Y70‎‎,"هواوي,هواوي) نوفا),51097DWV,64 GB, أخضر كراش,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
210,649,609.0,529.5652,(Huawei) nova,‎64‎ GB‎,‎4 جيجابايت رام‎,‎هاي سيليكون كيرين 710‎,‎أسود منتصف الليل‎,‎نوفا Y70‎‎,"هواوي,,51097EWX,64 GB,أسود منتصف الليل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
211,329,289.0,251.3043,تي س اي 20,‎32‎ GB‎,‎2 جيجابايت رام‎,‎أزرق محيطي‎,,303,"تي سي ال,تي س اي 20,5131G2BLCAE1,32 GB,أزرق محيطي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
212,329,289.0,251.3043,تي س اي 20,‎32‎ GB‎,‎2 جيجابايت رام‎,‎Prime Black‎,,303,"تي سي ال,تي س اي 20,5131G2ALCAE1,32 GB,أسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
213,399,369.0,320.8696,هواوي) واي),‎32‎ GB‎,‎2 جيجابايت رام‎,‎أسود منتصف الليل‎,,Y5p,"هواوي,هواوي) واي),51095MSR,32 GB,أسود منتصف الليل,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
214,729,699.0,607.8261,(Huawei) nova,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎هاي سيليكون كيرين 710‎,‎ازرق‎,‎نوفا Y70‎‎,"هواوي,هواوي) نوفا),51096YSV,سعة 128 جيجابايت,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
215,949,919.0,799.1304,فيفو واي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎Midday Dream‎,,Y33s,"vivo,فيفو واي,5658855,سعة 128 جيجابايت,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
